url,Phishing
https://adammathewsfurniture.com/site_images/galleries/gallery34/x0x/fcb0fef0d8de5f6/login.php,Yes
https://www.budopest.hu/Chase.com/home/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=28&id=6484795926,Yes
https://re308.ru/fr/moncompte/,Yes
https://russomattress.com/inseta/v8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAImdSURB/login.php?cmd=login_submit&id=b50de1098f315ebe80a4c89274bf6c07b50de1098f315ebe80a4c89274bf6c07&session=b50de1098f315ebe80a4c89274bf6c07b50de1098f315ebe80a4c89274bf6c07,Yes
http://paypalsecureupdateinformation.com/,Yes
https://airbnb.fr.p765251.icu/login/1575972653,Yes
http://www.professo.mx/fpdf/makefont/jpppf56fdfsd2fsd.jpg/,Yes
http://patraglobal.com/2019/0130/c606a142743/none,Yes
http://airbnb.fr.p66164.icu/,Yes
http://www.paypalsecureupdateinformation.com/webapps/3fb57/websrc,Yes
http://zoneplushostel.com/wp-includes/fonts/Bh/f17bbce05b3b4949a2b0a8476d27fd51/8b292810ddd3ebcfb60933f6e9abde8e/d9839fa33566b15aacdcddaa0c7d9b61/c899d387bedf646792c482222c9811a3/e9b2d3cd664bb970f9b890a9f05a9fda/Login,Yes
http://new.bio.unsoed.ac.id/verifys/netv3/05049e90fa4f5039a8cadc6acbb4b2cc,Yes
http://ourtimeyteyrut.000webhostapp.com/Ourtime%20(1)/Ourtime/index.php,Yes
https://pastsfoto.lv/js/twitter/lib/ttr/bvf/swa/c3d8b0ef68e89973485fce3a81da04c4,Yes
http://cedifarma.com/inboxaudio/azure2019/realm/recover.html,Yes
https://arge-wienerberg.com/ionos/authenticationpage.php,Yes
http://162.222.215.136/,Yes
https://elegantdealz.com/n1/secominuo/NedbankMoney.htm,Yes
http://tarragona.spb.ru/sites/default/files/Login,Yes
http://acccredit.info/Telus/directing/online.simplii.com/index.php,Yes
http://u0885851.cp.regruhosting.ru/Secro.louisro.paes.walletrios.isero.socke82922/c91db8c7e215ca501548cdcca87e2202/,Yes
http://www.kencanasoftware.com/chi/update%202/,Yes
https://airbnb.fr.p765251.icu/login/1575964893,Yes
