url,Phishing
http://Benign875Benign8.com/,Yes
http://Malicious3.75.43.83/,Yes
http://Malicious84.7Malicious.Malicious9Benign.2Benign6:8Benign8/Malicious/www.bn.com.pe/,Yes
http://34.Malicious99.8.Malicious44/,Yes
http://34.228.2.Malicious36/Malicious.php,Yes
http://3iview.com/techno.php?q=legal-information...,Yes
http://6MaliciousMalicious2-webtechpro.xyz/german-micro,Yes
http://67.2MaliciousBenign.Malicious22.222/~deen/file%2Benign/hs/Validation/login.php...,Yes
http://82.Malicious65.229.Malicious38/,Yes
http://85.2Malicious4.Malicious2Malicious.62/,Yes
http://aabawaria.pl/docx/drop/newshared/files/rename/file/index.php...,Yes
http://aardvarkresearchgroup.com/free-dd2Malicious4/,Yes
http://abgsites.com.br/clientes/ale/empresa.php.htm...,Yes
http://account.signinupdate.support/webapps/38Maliciousb9/...,Yes
http://aciadonotebook.com.br/contato/,Yes
http://action-loginlink.action.scoran.com/WhatsApp/index.php...,Yes
http://adm692.at.ua/reconfirm_now.html,Yes
http://agroeconom.kz/api/getn.php?id=amJsb29kc3dvcnRoQGljc25ld3lvcmsuY...,Yes
http://alex-logistic.com.ua/amc/docusignOffice2BenignMalicious7/docusignOffice2BenignMalicious7/...,Yes
http://alilaanji.cn/ink/ServiceL=ogin%253fservice=mail&passive=tru...,Yes
http://alkatheebinteriors.com/info/sites/,Yes
http://alphagraphics.com.sa/graphics,Yes
http://amazingdealfx.com/Power/Win/,Yes
http://amiba.ma/administrator/help/en-GB/css/impot/f5dcMalicious6Malicious47fbeaa345dc...,Yes
http://ammanchamber.com.ng/ACC6/adbb/ad/,Yes
http://ana-fashion.com/admin/css/s.p/jkh.html,Yes
http://andahohoMalicious5.mystagingwebsite.com/wp-content/plugins/deeid/deeid/...,Yes
http://anetteportfolio.com/wp-includes/pomo,Yes
http://anime-srbija.ucoz.com/publ/anime_Malicious/btooom/btooom_epizoda_8/Malicious92-...,Yes
http://aquariumfishadvisor.com/wp-includes/js,Yes
http://arsactextil.com/it/cgi-bin/webscrcmd-_login-submit.dispatch=aHR...,Yes
http://artesaniamantasdelana.com/js/infortis/jquery/plugins/mcolorpick...,Yes
http://arvindndesign.com/eventsss/T/YMalicious.html,Yes
http://assurezMalicious.beget.tech/ameli/contact/moncompte/logo/secure/8aBenign397e...,Yes
http://atnmusic.tv/css/,Yes
http://attorneycreditcardservices.com/file.php?document=bWlrZS5wYXRBenignZX...,Yes
http://auctionstealth.com/wp-login.php,Yes
http://audumbarfarms.com/wp-includes/Text,Yes
http://automotivepartsuppliers.com/sd/anz.co.nz/app/clg/login.php...,Yes
http://avanteit.com/,Yes
http://awrqpublishing.net/bh/Adobe/,Yes
http://bancobic-pt.com/,Yes
http://banortem.com/palcjsc/,Yes
http://banrimailing.com.br/,Yes
http://baseportal.com/cgi-bin/baseportal.pl?htx=/capitecza/main&lo...,Yes
http://bassanigroup.com/vlkiol/,Yes
http://bayrootmarket.com/dom/edu/indexx.html,Yes
http://bayrootmarket.com/urt/zipp/home/,Yes
http://bcpredirruc.com/prem2/,Yes
http://beyaznehir.com.tr/rice/biz/,Yes
http://bharateshbca.com/wp-content/Portal/Santander.com.br/br/Malicious_acesso...,Yes
http://bhleatherrepairs.com/kia/yah/validate.htm...,Yes
http://bigsports.me/watch/3/hsbc-sevens-world-series-dubai.html...,Yes
http://bist.ac.bd/cgi/index.html,Yes
http://bit.do/AppSantaFree2BenignMalicious7,Yes
http://bit.do/dwz4h,Yes
http://bitly.com/2kfUV9Q,Yes
http://bitly.com/santa-acesso,Yes
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Yes
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Yes
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/5cebMalicious6BenignBenignf5...,Yes
http://boatntime.com/upload/boatbanner/online/ppl/dir/index.php...,Yes
http://boonwurrung.org.au/wp-includes/js/,Yes
http://botworlddotcom.blogspot.ca/2BenignMalicious5/Benign5/paypal-money-adder-ultimate-...,Yes
http://bristollab.com/app/redirection/rdt.php?track=wkvf5refyruw4yccge...,Yes
http://brooksmadonald.com/,Yes
http://buklet.ru/NEWPAGE/wmsvr.html?spin=89283js&Email=hema_jaikum...,Yes
http://burnhamsuitesbaguio.com/ment/googledrivee/...,Yes
http://calzados32.webcindario.com/app/facebook.com/?key=w2BenignP9efQ7iL49P...,Yes
http://camping.stacja.office.doradigital.pl/wp-content/uploads/standar...,Yes
http://canecasnbc.com.br/js/tiny_mce/,Yes
http://canyinsoft.net:9BenignBenign2/jmx-console/ca_CA/,Yes
http://caribbeanguestservices.com/wp-content/themes/Directory/images/t...,Yes
http://caringplushomecare.com/adamu/oracle/index.html...,Yes
http://carreloadmailer.com/aol.login/index.htm...,Yes
http://carringtonarchitecturaljoiners.com/wp-content/themes/kuma/perso...,Yes
http://casaforsalerealestate.com/fomfix/form/,Yes
http://casaqui.com.br/deco.php,Yes
http://celularaldia.com/wp-content/plugins/drop/...,Yes
http://centraljerseyinjury.com/wellsssfix/wellsss/wellsss/fb96282Malicious72/...,Yes
http://chanceto.com-all.club/en/walmart/?ref=wegotmedia.co&action=view...,Yes
http://chandidasmahavidyalaya.org/bs/2/login.htm...,Yes
http://chase.com.us.x.access.oacnt.com/verification/BEBenign532Malicious6BC63CMC6AA...,Yes
http://checkit.spipino.us/o/4956425,Yes
http://chehiwat-barzizoui.com/2BenignMalicious7/BenignMalicious/blog-post_27.html...,Yes
http://chom.co.th/mergers/cre/dpbox/cf67538e9ad7dcMaliciouseac5e45f3f29c5344/...,Yes
http://chom.co.th/mergers/cre/dpbox/e64Benignfb7245bcb3a725ef657c9a2bBenignf32/...,Yes
http://click-cpa.net/out?zoneId=Malicious466739-Malicious46689Benign...,Yes
http://confext.com/mail/verify.php?cmd=login_submit&id=2f7f5cBenignMalicious7ef...,Yes
http://confraria.net/plugins/plk/,Yes
http://contasinativa.esy.es/d/internet.dosegmento%3dCIDADAO48Malicious47apc/pr...,Yes
http://coroat.org/admin/plx/amaloams/hs/Validation/login.php?https://l...,Yes
http://crazytaste.gr/homepage/,Yes
http://cruzeiro6.temp.swtest.ru/promo/47FbChchqmg9nyW2mMhT6hzSL6QuQ9ch...,Yes
http://cultura.temaseiros.org/3966324645-itazura-na-kiss-the-movie-hig...,Yes
http://customer-center-customer-idppBenignBenignc659.autoshine.ge/Upfate/6aBenignfc97...,Yes
http://cutt.us/tl8bv/,Yes
http://dMaliciouspl8rqultqpm5.cloudfront.net/br/bradesco/m_saude_Malicious7MaliciousMalicious2BenignMalicious4/publ...,Yes
http://dailyapple.org/sm/hbb/hbb/hbb/yinput/id.php?l=_JeHFUq_VJOXKBenignQWH...,Yes
http://danilobd.blogspot.de/p/httpswwwyoutubecom.html...,Yes
http://daotao.sgu.edu.vn/components/com_default/modulo-acesso2BenignMalicious7/...,Yes
http://darelchimal.net/,Yes
http://db.clickexperts.net/mailtrack3/server/redirect.php?user=262Benign999...,Yes
http://dbuiiykayv.saledirecta.su/,Yes
http://department-acces-account.com/facebook-service/Payment-update-Benign....,Yes
http://deshonlineit.com/ooo/all/index.php?username=x...,Yes
http://designartuae.com/wp-content/pokerface.php...,Yes
http://dev.team6t9.com/wp-content/uploads/identity.php...,Yes
http://diqiubaike.com/blog/wp-content/unwillingly.php...,Yes
http://distanakbun.minutkab.go.id/wp-admin/images/olagoodocii/gledrive...,Yes
http://doelger.info/freemobile/624c56Malicious538b7efe5698528Benign93fMalicious5Benignbfb/...,Yes
http://domeleconfort.fr/,Yes
http://domruan.me/bb/#BenignMaliciousBenignBenignMalicious5ds688fdf=sdflksdf6d...,Yes
http://donex-ua.narod.ru/index.htm,Yes
http://dorfaknasb.ir/images/banners/a/https/bankofamerica/secure_ssl/l...,Yes
http://drive.google.com/file/d/BenignB8zJdR9RNu-xMUFYYUdHeHFmcTQ/view?usp=d...,Yes
http://drkenherman.com/5/Benign57db4d98afddf7Maliciousa6dc6dMalicious94e4Malicious3447/...,Yes
http://drukarniauv.pl/wp-sc/moc.htm,Yes
http://ebauonlinestore.com/inv/,Yes
http://ejemplo.acomepesado.net/online/kiwi.co.nz/app/kiwi/details.php...,Yes
http://elseetmofeeda.com/t8553-topic/,Yes
http://emiliedalydesigns.com/wp-content/upgrade/drive...,Yes
http://enslinhomes.com/fmn,Yes
http://enslinhomes.com/fmn/,Yes
http://envios.bpservimed.com/cgi-bin/dada/mail.cgi/s/CIR_2BenignMalicious3/Atije/dt...,Yes
http://envirocloud.solutions/microsofft/document/bmg/others?rand=Malicious3Inb...,Yes
http://errBenignr-pBenignrnhub-cBenignde-5BenignMalicious9.usa.cc/main,Yes
http://espiritovencedor.com.br/system/,Yes
http://esquinaelectricos.com/libraries/vendor/...,Yes
http://estivalert.com//att/yahoo/login_verify2&.src=ym/mail.html...,Yes
http://evani.org/link.php?M=6Benign82&N=8&L=3&F=H...,Yes
http://expressivapresentes.com.br/db/Particuliers.secure.lcl.fr/Credit...,Yes
http://fabiogoleirooficial.com/fresh/BOA/home/info.php?cmd=login_submi...,Yes
http://facebook-home.gq/www/,Yes
http://fairytime.co.za/administrator/templates/d/box/...,Yes
http://fanspage.recovery-accounts.cf/facebook-update-creditMalicious.html...,Yes
http://fateleptura.hu/wp-includes/js/jquery/all/login.html...,Yes
http://fenixmza.com.ar/newdocxb/954Malicious26cecMaliciousMalicious47Benignb23643cfBenignd78c26efBenign/...,Yes
http://fer-maq.com/Scripts,Yes
http://ficodocsign.unidaanuea.com/mydex/,Yes
http://filmvf.cc/orange-saison-Malicious-vostfr-streaming.html/3...,Yes
http://fiscontal.com.br/component/content/article/Malicious36-ministerio-do-tr...,Yes
http://fivewosz.ga/a/script/mail.htm,Yes
http://flowinglove.com/paypal.php,Yes
http://freemobile-particulier.freemoy3.beget.tech/freemobile/ddd348b56...,Yes
http://friendsofcarmeljmj.org/document/home,Yes
http://gargacharyasamaj.com.np/swf/pnc.htm,Yes
http://gcwconsulting.com.cn/js/,Yes
http://gcwconsulting.com.cn/js/,Yes
http://gen-tec.co/gentecwiz/,Yes
http://genus.citius.com/,Yes
http://ghostshockey.it/ghosts_Benign2/media/d.html,Yes
http://gimnMalicious4.lutsk.ua/ftp/disk-olymp/school-olymp/school-olymp-2BenignMaliciousBenign-2...,Yes
http://girda.org.in/wp-content/upgrade/theme-compat/index3.php?email=b...,Yes
http://glnsac.com/hot/hot.htm,Yes
http://gmailonlinesupport.weebly.com/,Yes
http://gojiactives.com.br/ocpa/index.php?AFID=Adriana&SID=mail...,Yes
http://gopex.net/wp-includes,Yes
http://grupoavr.com/asb.co.nz/login.htm,Yes
http://guidetournepal.com/wp-content/themes/pities.php...,Yes
http://hairdesign-ms.ch/wp-includes/SimplePie/...,Yes
http://halifaxphotobooth.ca/the-photo-booth/,Yes
http://harisreedeaddiction.com/webadmin/scss/,Yes
http://hatoelsocorro.com/cg,Yes
http://hatties.co.za/tod/dropboxhtml/be923be7589Benign3a96f8dfBenign443a8Maliciousf5cde/...,Yes
http://hayatna-afdal.com/components/com_content/helpers/samoty...,Yes
http://hello.dollarsfountain.com/,Yes
http://help.duduniu.cn/read.php?tid-8499-page-e.php...,Yes
http://herdadeperdigao.pt/wp-includes/images/MailboxFUD/a9Maliciousa276c4aMaliciousa6e...,Yes
http://hlpdfMalicious63.com/Malicious9Malicious9Malicious/de83822c6c7bacf6799Malicious5f396Maliciousfeed2c/...,Yes
http://hoannguyenxanh.danangexport.com/elfinder/final/Malicious82Benignd86b3d244929...,Yes
http://homes36Benign.com.au/NewLarge235/index.php,Yes
http://hopehelpbd.com/dropbx/drop/Dropbox.html...,Yes
http://hostinvgc.info/index_files/fold/dropbox/...,Yes
http://hourlyemployers.com/walmart,Yes
http://iamelixr.beget.tech/Ameli/PortailAS/appmanager/PortailAS/assure...,Yes
http://iclook.com.cn/index.html,Yes
http://igorfirmansyah.com/wp-includes,Yes
http://indexunited.cosasocultashd.info/app/index.php?lang=en&key=D...,Yes
http://indexunited.cosasocultashd.info/app/index.php?lang=en&key=f...,Yes
http://indian.co.uk/shop/media/sales/store/logo/default/indexMalicious.html...,Yes
http://infantec.com/tag/yahoo/,Yes
http://inflatablekayakdeals.com/themes/loader.htm...,Yes
http://interop3.cryptsoft.com/sslagentshmMalicious-manage-manage-secure/index....,Yes
http://iphoneslocalizados.com/,Yes
http://iterate-uk.com/treboruk.com/alibaba/alibaba/index.php?email=imp...,Yes
http://iwork4gministries.org/wp-includes/ing/view/info/index/all/index...,Yes
http://jamdani.me/wp-conclude/newdropbox,Yes
http://janalexander.com/slim/yahoo/login_verify2&.src=ym/mail.html...,Yes
http://jatservis.co.id/BAK/link/DHL%2BenignAUTO/dhl.php?email=alansari@alji...,Yes
http://jddove.com/868Malicious449Malicious9N2et38bieZh7KzzRhTbr522DNha57y4Gf83864fYays...,Yes
http://jltl.org/gus/home/liamg3.php,Yes
http://joomla-99Malicious4Malicious-28Malicious936.cloudwaysapps.com/BenignBenign7/64v36gmpsBenign/9z7l5xs76i...,Yes
http://julierumahmode.co.id/gate/de27ba2aac9bead638264423Maliciousc46f9ff/veri...,Yes
http://k2ktees.com/js/wabs/html/facturationmobile/mobile.free.fr/mobil...,Yes
http://kbfintl.com/%23$%25*&%5eFGH)(*&%5e%25%5e&(JHRGH/...,Yes
http://kellykarousi.gr/images/index.php,Yes
http://khellbazar.com/sve/Validation/login.php?cmd=login_submit&id...,Yes
http://kidzenter.com/kzblog/?p=Malicious37,Yes
http://kienhuong.com/editors/divisions.php?viewtopic=Malicious6769...,Yes
http://kiranscuisine.com/tp.htm,Yes
http://kmip-interop.com/sslagentshmMalicious-manage-manage-secure/index.php?em...,Yes
http://kostgadingserpongbsd.com/html/rss.php,Yes
http://kundendienst-verifikation.top/,Yes
http://laetibibamus.com/security_update/mailer-daemon.html...,Yes
http://larutamilenariadelatun.com/wp-includes/images/newMalicious63.htm...,Yes
http://lelauzas.fr/wp-login.php?redirect_to=http://lelauzas.fr/wp-admi...,Yes
http://lengendondbeat.com.ng/ok/telia/,Yes
http://link.hgtv.com/click/8764352.Malicious934573/aHRBenigncDovL3d3dy5yZWFsdG9yLmN...,Yes
http://litecon.com.br/novocliente/index.php,Yes
http://llobregatcentre.com/wp-admin/css/colors/ectoplasm/cn3/c9263fa4a...,Yes
http://localpolitechs.com/wp-content/plugins/wp-maintenance-mode/asset...,Yes
http://loginnsignup.com/gmail-sign-up,Yes
http://loginnsignup.com/yahoo-mail-sign-up,Yes
http://lostresantonios.cl/wp-includes/bright/gdoc/index.html...,Yes
http://louiseguay.ca/mastercard.com/de/privatkunden...,Yes
http://ltau-unibanco.j.dnr.kz/https=www.itau.com.br/Digitau-bankline/g...,Yes
http://mabuej.com/mnhbgfds/Ma/,Yes
http://magmaimage.com/stMalicious2/acesso.permitidow/area.clientew/autenticaca...,Yes
http://mailBenignMaliciouszo.beget.tech/Ameli/Assurance/Remboursement/login/info/9a...,Yes
http://manaveeyamnews.com/css/db_en/dbMalicious7/Home,Yes
http://martinblack.com/googledoc/Harsh-tag.houseview/7e998cBenignabc8b34Benign67...,Yes
http://mensuelaccount.com/WhatsApp/b89Malicious258eMaliciousae2357MaliciousBenigncb5957b7d34afd2/...,Yes
http://mfacebooc.club/pl/,Yes
http://mgba.org/wp-content/themes/mgba/flash/,Yes
http://microtelusa.com/mode/signals/opening/docs.html...,Yes
http://mifi-rueda.com/wp-admin/mailer-daemon.html?f.kalmthout@kpnplane...,Yes
http://miniaero.ro/lol/Off/?email=anon.anon@anon.com...,Yes
http://mistralpay.net/udate.profiles/cutomer4/login.php...,Yes
http://mistralpay.net/udate.profiles/cutomer4/login.php?nabIB=QBenignB8ECCMalicious...,Yes
http://mixed-furniture.com/Paypal/PaypalDataService/home/...,Yes
http://mixgroupguide.cn:8Benign8Benign/ts/in.cgi?pepsiMalicious2,Yes
http://mobile-santander-app.esy.es/indexx.php,Yes
http://momsbiztraining.com/._/paXTrMRtidfjpC/,Yes
http://mondoscope.com/voyages/europe/italie.html?pays=39&region=22...,Yes
http://money24seven.com/banking/webbanking.html...,Yes
http://move2online.com/Ldoc/Ldoc/L%2BenignDoc/Malicious/docusingn/index.php...,Yes
http://mucic-arguments.BenignBenignBenignwebhostapp.com/2BenignMalicious7/validate/revalidate.html...,Yes
http://mymusic-coburg.de/wp-includes/Aruba.php...,Yes
http://mywatermoney.jielilau.com/wp-includes/js...,Yes
http://nbcfd.com/wp-includes/pomo/,Yes
http://nepalassociates.com/ggg/eimprovement/index.php...,Yes
http://netflix-update.laluask.com/Signin/Benign5fd59dbMalicious8cd97bBenign55d2fa9eb/...,Yes
http://nethttpnm.com/aol.com/index.htm,Yes
http://newboostbrain.asia/Maliciousa6ac62BenignbMaliciouse8efab/Malicious3/Malicious6Benign6/...,Yes
http://newsletter.wfmg.de/link.php?link=BenignMalicious_Benign3_Benign4_86_MaliciousBenign...,Yes
http://newsvideo99.com/music/deutsche-wochenschau-adolf-hitler-besucht...,Yes
http://norters.com.br/clientes/imagens/3Malicious7/public_html/Maliciousi/Maliciousa.php...,Yes
http://notify-system-error-report.xyz/support/help/online...,Yes
http://nzzhiyou.com/antipodesBenignMalicious5,Yes
http://oakfurniture4sale.co.uk/clearance.html,Yes
http://odontosprotese.com.br/New/folder/,Yes
http://ohomemeamudanca.com.br/edu/docx/,Yes
http://oithair.com/js/flash/login.jsp.htm?id=mcMaliciousidxMaliciousgem--h6bmklv77yujp...,Yes
http://olenelife.com/sessions/paypal/?cmd=_home&dispatch=5885d8BenignaMalicious...,Yes
