url,Phishing
http://fallspartnership.com/cpaas/DropBOX2016/Home/,Yes
http://bit.ly/2kJsroV,Yes
http://bc.vc/onaVNqY,Yes
http://babycot.net.au/wp-includes/js/jquery/Admin/pdffolder/pdf.html,Yes
https://account.dr-sihat.com/webapps/209b0/,Yes
https://tinyurl.com/hwyj657,Yes
http://www.netverk.com/plugins/editors/js/inc/login.php?cmd=login_submit&id=47eb9d925343af07a9233615e9b4106b47eb9d925343af07a9233615e9b4106b&session=47eb9d925343af07a9233615e9b4106b47eb9d925343af07a9233615e9b4106b,Yes
http://foodmoiet514.com/wp-content/newpage/ii.php?randu0013InboxLightaspxn.1774256418u0026amp=,Yes
http://required-verification-payment.com/,Yes
http://registrare02.clan.su/inccorrect-email-fb.html,Yes
http://mamnondisneyland.edu.vn/css/drpbxxx/,Yes
http://ferreiraebastos.com.br/wp-includes/SimplePie/Data/27285b0657ec2fb98147152a2ed43fcf/,Yes
http://www.micronair.com.cn/.git/free.fr/cmd/freemobs/moncompte/index.php?clientid=13698&amp,Yes
http://distribuidoralaramada.com/loh/,Yes
http://southcarolinainterventionservices.com/wp-content/upgrade/validate/mail.htm?_pageLabel=page_logonform&amp,Yes
http://bakirkoydekiozelokullar.com/wp-includes/oluwasemilore/index.htm,Yes
http://hsbc0famerican.com/login.php,Yes
http://hnkd.egekarsfed.com/image.htm,Yes
http://fbpage404.esy.es/recovery-chekpoint-login.html,Yes
http://saf1ty-acct-banned-22894.esy.es/recovery-chekpoint-login.html,Yes
http://mustawal23.esy.es/recovery-chekpoint-login.html,Yes
http://tcwrcgeneralcontractors.com/includes/caches/order/DHL%20AUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp,Yes
http://loogin-faceboo324.esy.es/recovery-chekpoint-login.html,Yes
http://haserdartis21.esy.es/recovery-chekpoint-login.html,Yes
http://tashconferences.com/new/secure.irs.gov/,Yes
http://avantajdefraerlamar.for-our.info/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfile/foo-autenticazione.php,Yes
http://catalysta.org/kontto.html,Yes
http://admin-safety.my1.ru/reconfirmation_now.html,Yes
http://wilsoelectricalgroup.com.au/wp-content/plugins/ubh/paypall.com/Paypal/7c3d19f9f86dbc24c3433e5d08ee91e1YjFmN2ZkOGQ3NjA3YzFjYTA5YjYwMWM4MDJmODhkYjQ=/websc-billing.php,Yes
http://04pebruari.pe.hu/log1.php,Yes
http://pages-504.clan.su/reconfirm_now.htm,Yes
http://pages-505.clan.su/reconfirm-next.html,Yes
http://upgrade-app-fb.hol.es/facebook-contac-support,Yes
http://108.179.253.190/~anewp038/sistema/,Yes
http://173.212.217.250/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfile/foo-autenticazione.php,Yes
http://kemtahfiz.com/controlsupplier/gdnew/gd/,Yes
http://easymobilesites.co.uk/tiny/Yahoo!AccountVerification.htm,Yes
https://divawomenshospital.com/1040/,Yes
https://bengkelbendadi.id/en/home/,Yes
http://ow.ly/EhbY308F9fm,Yes
http://bnovoacessologon.com,Yes
http://remember.al/wp-includes/drop/filee/index.php,Yes
